Order ID,Order Amount (INR),Delivery Time (mins),Order Date,Rating,Number of Items,Delivery Distance (km),Delivery Agent ID,Order Status,Payment Method,Tip Amount (INR),Promo Code Applied,Has Free Delivery,res_id,name,type,address,city,locality,latitude,longitude,cuisines,timings,average_cost_for_two,price_range,highlights,aggregate_rating,votes,photo_count,opentable_support,delivery,state,area,Month,Year,Day,Quarter,Is_Delivered,Is_Cancelled,Has_Promo,Free_Delivery,Completed_Revenue
43,1451,83,2023-11-28,2.6,1,6.365924982549815,531,Delivered,Debit Card,146,No,Yes,18968256,Mann Chicken Centre,Quick Bites,"12, 13 Under Sevashram Bridge, Right Side, Udaipur",Udaipur,Pichola,24.580749,73.722306,"North Indian, Mughlai",11 AM to 11 PM,250,1,"['Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Indoor Seating']",3.7,30,0,0.0,0,Rajasthan,342239,November,2023,Tuesday,4,1,0,0,1,1451
44,926,23,2024-08-16,1.7,7,6.573733385118344,582,In-Transit,Net Banking,172,No,Yes,3300723,Pratape Foods,Quick Bites,"Amrut Bhavan, North Ambazari Road, Near University Library, Ramdaspeth, Nagpur",Nagpur,Ramdaspeth,21.1389231,79.0755548,"Maharashtrian, North Indian",10 AM to 9:30 PM,500,2,"['Lunch', 'Cash', 'Takeaway Available', 'Dinner', 'Delivery', 'Free Parking', 'Indoor Seating', 'Pure Veg']",3.9,440,58,0.0,1,Maharashtra,307713,August,2024,Friday,3,0,0,0,1,0
45,2930,36,2024-02-14,2.5,7,5.94730924352152,919,Cancelled,Net Banking,51,No,Yes,3201168,Curry Country BBQ,Quick Bites,"1st Floor, Astoria Complex, Next To Seven Seas Mall, Fatehgunj, Vadodara",Vadodara,Fatehgunj,22.32302346,73.18728659,"North Indian, Chinese, BBQ","11 AM to 3 PM, 6:30 PM to 11 PM",600,2,"['Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Lunch', 'Delivery', 'Credit Card', 'Debit Card', 'Free Parking', 'Indoor Seating', 'Outdoor Seating', 'Digital Payments Accepted']",3.5,166,66,0.0,0,Gujarat,196024,February,2024,Wednesday,1,0,1,0,1,0
46,1680,70,2024-05-01,2.4,5,3.858026269002204,625,Cancelled,Credit Card,136,Yes,Yes,18688146,Feel Rafe,Casual Dining,"Near 7 Heaven Apartment, Opposite Nandini 3 Complex, VIP Road, Vesu, Surat",Surat,Vesu,21.1372916,72.7610255,"Continental, Chinese, North Indian",11 AM to 11 PM,700,2,"['Delivery', 'No Alcohol Available', 'Dinner', 'Lunch', 'Cash', 'Takeaway Available', 'Live Sports Screening', 'Outdoor Seating', 'Table booking recommended', 'Digital Payments Accepted', 'Kid Friendly', 'Pet Friendly', 'Pure Veg', 'Desserts and Bakes', 'Free Parking', 'Valet Parking Available', 'Indoor Seating', 'Free Wifi', 'Table booking for Groups', 'Air Conditioned', 'Brunch']",4.0,214,317,0.0,0,Gujarat,196024,May,2024,Wednesday,2,0,1,1,1,0
47,1461,22,2024-08-25,1.4,2,8.556641646160138,830,Cancelled,UPI,99,Yes,Yes,3501561,Anghithi Hot Drive,Quick Bites,"B/S 24, Nehru Colony, Dharampur, Dehradun",Dehradun,Dharampur,30.30222905,78.05196851,"Fast Food, North Indian",10 AM to 10 PM,200,1,"['Takeaway Available', 'Cash', 'Delivery', 'Digital Payments Accepted']",3.8,123,28,0.0,0,Uttarakhand,53483,August,2024,Sunday,3,0,1,1,1,0
48,1194,30,2023-04-17,1.1,7,9.668643720602404,946,In-Transit,Net Banking,71,No,No,18990036,The Phoenix Club,Lounge,"Sai Tower, 2nd Floor, Suddowala, Khurbura, Dehradun",Dehradun,Khurbura,0.0,0.0,"Continental, Finger Food",Not Available,1000,4,"['Dinner', 'Debit Card', 'Lunch', 'Cash', 'Beer', 'Air Conditioned', 'Indoor Seating', 'Table booking recommended']",0.0,1,3,0.0,0,Uttarakhand,53483,April,2023,Monday,2,0,0,0,0,0
49,2729,54,2023-07-04,4.3,4,13.37350414511572,427,In-Transit,Credit Card,196,Yes,No,18744298,Hotel Shiv Palace,Casual Dining,"Sant Kabir Main Road, Arya Nagar, Rajkot",Rajkot,Arya Nagar,22.29988625,70.81977077,"Gujarati, Indian, North Indian","11 AM to 3:30 PM, 7:30 PM to 11:30 PM",200,1,"['Lunch', 'Cash', 'Dinner', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted', 'Table reservation required']",2.9,5,0,0.0,0,Gujarat,196024,July,2023,Tuesday,3,0,0,1,0,0
50,1922,83,2023-04-30,4.8,1,13.15273789713999,132,Delivered,Credit Card,107,Yes,No,3501050,Karma Lounge,Casual Dining,"69, Rajpur Road, Ravindrapuri, Hathibarkala Salwala, Dehradun",Dehradun,Hathibarkala Salwala,30.33527393,78.05339109,"North Indian, Fast Food",11 AM to 11 PM,1000,4,"['Lunch', 'Debit Card', 'Delivery', 'Takeaway Available', 'Dinner', 'Cash', 'Credit Card', 'Outdoor Seating', 'Table Reservation Not Required', 'Indoor Seating', 'Live Music', 'Axis Bank - Dining Delights']",3.7,24,135,0.0,1,Uttarakhand,53483,April,2023,Sunday,2,1,0,1,0,1922
51,868,56,2023-06-25,2.3,2,8.466367083398165,714,Delivered,Cash,55,Yes,Yes,18691806,Anmol Fast Food Corner,Quick Bites,"Near RC Church, Opposite Shiv Mandir, Nasirabad Road, Adarsh Nagar, Ajmer",Ajmer,Adarsh Nagar,26.40725705,74.65727024,Fast Food,10 AM to 10 PM,100,1,"['Delivery', 'Cash', 'Lunch', 'Takeaway Available', 'Dinner', 'Indoor Seating', 'Pure Veg', 'Digital Payments Accepted']",2.8,8,1,0.0,0,Rajasthan,342239,June,2023,Sunday,2,1,0,1,1,868
52,1134,32,2023-10-23,4.6,7,11.98291758597512,340,Cancelled,Credit Card,98,No,No,6504150,Starbucks Coffee,Café,"Phoenix Market City, Nagar Road, Viman Nagar, Pune",Pune,"Phoenix Market City, Viman Nagar",18.56256763,73.91696278,"Cafe, Coffee, Tea, Beverages, Desserts",10 AM to 11 PM,700,2,"['Cash', 'Breakfast', 'Debit Card', 'Mall Parking', 'Takeaway Available', 'Credit Card', 'Air Conditioned', 'Indoor Seating', 'Wifi']",4.2,441,529,0.0,1,Maharashtra,307713,October,2023,Monday,4,0,1,0,0,0
53,2043,37,2023-07-23,4.5,5,14.37354405916124,794,Delivered,Cash,108,Yes,Yes,18971110,New Kushwahaji Ki Veg Biryani,Quick Bites,"Tulsi Market, Manpasand Chauraha, Shivaji Nagar, Jhansi",Jhansi,Shivaji Nagar,25.45302515,78.60207416,"Biryani, Chinese",11 AM to 9 PM,200,1,"['Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Indoor Seating', 'Pure Veg']",3.7,45,1,0.0,1,Uttar Pradesh,240928,July,2023,Sunday,3,1,0,1,1,2043
54,2683,70,2024-03-29,4.9,3,13.96398513471123,269,Delivered,Credit Card,184,Yes,Yes,6504190,Kimchi,Casual Dining,"Sambhaji Nagar, Opposite Hyundai Showroom, Beside HP Petrol Pump, Kharadi, Pune",Pune,Kharadi,18.54689134,73.93592734,"Chinese, Thai, Asian",11 AM to 11 PM (Mon-Sun),1100,3,"['Dinner', 'Cash', 'Debit Card', 'Takeaway Available', 'No Alcohol Available', 'Credit Card', 'Delivery', 'Lunch', 'Indoor Seating', 'Smoking Area', 'Table booking recommended', 'Outdoor Seating', 'Air Conditioned', 'Sodexo']",4.3,2330,521,0.0,1,Maharashtra,307713,March,2024,Friday,1,1,0,1,1,2683
55,1878,24,2023-04-08,4.1,1,12.81861113117751,776,Cancelled,Debit Card,104,Yes,No,90897,Ammu's Bakery,Bakery,"14-246, New Mirjal Guda Bus Stop, Malkajgiri, Secunderabad",Secunderabad,Malkajgiri,17.44219599,78.5321483,"Bakery, Desserts",8:30 AM to 10:30 PM,100,1,"['Cash', 'Takeaway Available', 'No Alcohol Available', 'Dinner', 'Lunch', 'Indoor Seating', 'Desserts and Bakes']",3.4,43,3,0.0,0,Telangana,112077,April,2023,Saturday,2,0,1,1,0,0
56,308,20,2024-08-14,3.2,6,2.738931069027798,643,In-Transit,Credit Card,75,No,No,18995672,Friends Chinese Centre,Quick Bites,"Pandharpur Village, Waluj, Aurangabad",Aurangabad,Waluj,0.0,0.0,Fast Food,11 AM to 11:30 PM,100,1,"['Dinner', 'Cash', 'Lunch', 'Takeaway Available', 'Indoor Seating']",0.0,2,0,0.0,0,Maharashtra,307713,August,2024,Wednesday,3,0,0,0,0,0
56,308,20,2024-08-14,3.2,6,2.738931069027798,643,In-Transit,Credit Card,75,No,No,18995672,Friends Chinese Centre,Quick Bites,"Pandharpur Village, Waluj, Aurangabad",Aurangabad,Waluj,0.0,0.0,Fast Food,11 AM to 11:30 PM,100,1,"['Dinner', 'Cash', 'Lunch', 'Takeaway Available', 'Indoor Seating']",0.0,2,0,0.0,0,Bihar,94163,August,2024,Wednesday,3,0,0,0,0,0
57,2544,35,2024-05-22,4.5,1,7.48555422913021,810,In-Transit,Debit Card,96,No,No,301215,Frontier,Confectionery,"1333, DB Gupta Road, Durga Chamber, Karol Bagh, New Delhi",New Delhi,Karol Bagh,28.64976069,77.19759844,Bakery,10 AM to 9:30 PM,200,1,"['Credit Card', 'No Alcohol Available', 'No Seating Available', 'Cash', 'Takeaway Available', 'Debit Card', 'Desserts and Bakes', 'Pure Veg']",3.3,8,10,0.0,0,Delhi,1484,May,2024,Wednesday,2,0,0,0,0,0
58,2710,77,2023-11-16,1.1,6,5.656769743598772,740,In-Transit,Cash,188,Yes,No,18724060,Keventers,Beverage Shop,"1360-1361, Avinashi Road, Peelamedu, Coimbatore",Coimbatore,Peelamedu,11.0232017,76.9992641,"Beverages, Ice Cream, Desserts",10am – 11:30pm (Mon-Sun),400,2,"['No Seating Available', 'Takeaway Available', 'Debit Card', 'Cash', 'Credit Card', 'Desserts and Bakes']",4.1,87,9,0.0,1,Tamil Nadu,130058,November,2023,Thursday,4,0,0,1,0,0
59,2343,63,2024-07-30,1.1,7,4.081542118010251,213,Cancelled,Credit Card,17,No,No,19074506,Meal Express,Food Court,"5, aapni Dhani ke pass Rebariyo ka guda, Gira Udaipur, Pratap Nagar, Udaipur",Udaipur,Pratap Nagar,24.590435,73.747,Fast Food,12 Noon to 4 AM,300,1,['Delivery'],3.1,9,4,0.0,0,Rajasthan,342239,July,2024,Tuesday,3,0,1,0,0,0
60,456,44,2023-05-24,4.2,8,10.54559973344976,566,In-Transit,UPI,60,No,No,18879350,Hotel Shree Ras,Quick Bites,"Main Bus Stand, Marhatal, Napier Town, Jabalpur",Jabalpur,Napier Town,23.16567069,79.92671728,North Indian,11:30am – 11pm (Mon-Sun),250,1,"['Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Lunch', 'Delivery', 'Credit Card', 'Indoor Seating', 'Digital Payments Accepted']",3.9,81,2,0.0,0,Madhya Pradesh,308245,May,2023,Wednesday,2,0,0,0,0,0
60,456,44,2023-05-24,4.2,8,10.54559973344976,566,In-Transit,UPI,60,No,No,18879350,Hotel Shree Ras,Quick Bites,"Main Bus Stand, Marhatal, Napier Town, Jabalpur",Jabalpur,Napier Town,23.16567069,79.92671728,North Indian,11:30am – 11pm (Mon-Sun),250,1,"['Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Lunch', 'Delivery', 'Credit Card', 'Indoor Seating', 'Digital Payments Accepted']",3.9,81,2,0.0,1,Madhya Pradesh,308245,May,2023,Wednesday,2,0,0,0,0,0
61,2094,41,2023-09-27,4.6,8,1.885564835042723,632,In-Transit,Debit Card,196,No,Yes,15286,Royal Dhodha Sweets,Sweet Shop,"Ghumarmandi Chowk, Civil Lines, Ludhiana",Ludhiana,Civil Lines,30.90563799,75.83268229,Mithai,9 AM to 10 PM (Mon-Sun),100,1,"['Cash', 'Takeaway Available', 'No Seating Available', 'No Alcohol Available', 'Air Conditioned', 'Pure Veg']",3.3,10,8,0.0,0,Punjab,50362,September,2023,Wednesday,3,0,0,0,1,0
62,2663,32,2023-01-30,3.3,1,5.843457096589745,540,Delivered,Net Banking,72,Yes,Yes,18509299,Drop! In,Food Truck,"Opposite The Millennium School, Sector 120, Near, Sector 72, Noida",Noida,Sector 72,28.58770336,77.39860285,"North Indian, Chinese",12 Noon to 11 PM,350,1,"['Cash', 'Debit Card', 'No Alcohol Available', 'Lunch', 'Credit Card', 'Takeaway Available', 'No Seating Available', 'Dinner', 'Delivery', 'Digital Payments Accepted']",3.7,77,22,0.0,0,Uttar Pradesh,240928,January,2023,Monday,1,1,0,1,1,2663
63,1207,51,2023-10-12,1.3,3,12.83227871751945,435,In-Transit,Credit Card,81,No,No,18598298,Marijuana Hukkah Lounge,Quick Bites,"New Haiderganj, Rajajipuram, Lucknow",Lucknow,Rajajipuram,26.84990847,80.88525128,Fast Food,12 Noon to 11 PM,600,2,"['Dinner', 'Cash', 'Lunch', 'No Alcohol Available', 'Takeaway Available', 'Air Conditioned', 'Indoor Seating']",2.7,29,7,0.0,0,Uttar Pradesh,240928,October,2023,Thursday,4,0,0,0,0,0
64,2371,75,2023-02-16,1.4,1,12.13749977248537,516,Cancelled,UPI,6,No,No,10819,Patio The Bakehouse,Café,"1, Building A, Chaitraban CHS, Opposite Vama Showroom, Aundh, Pune",Pune,Aundh,18.5533842,73.8082592,"Cafe, Bakery",8:30am – 11pm (Mon-Sun),400,1,"['Lunch', 'Takeaway Available', 'Breakfast', 'Dinner', 'Cash', 'Delivery', 'Credit Card', 'Outdoor Seating', 'Air Conditioned', 'Smoking Area', 'Indoor Seating', 'Desserts and Bakes']",3.6,257,256,0.0,1,Maharashtra,307713,February,2023,Thursday,1,0,1,0,0,0
65,2962,56,2024-01-16,1.8,4,6.812872286644788,208,Delivered,Debit Card,129,Yes,No,46373,Poetry by Love and Cheesecake,Dessert Parlour,"G-5, Ground Floor, City Park Hiranandani Business Park, Hiranandani Gardens, Powai, Mumbai",Mumbai,Powai,19.115706,72.909236,"Cafe, Desserts",9 AM to 12 Midnight (Mon-Sun),1000,3,"['Delivery', 'Credit Card', 'Debit Card', 'Cash', 'Takeaway Available', 'Breakfast', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted', 'Desserts and Bakes']",4.3,1531,1564,0.0,1,Maharashtra,307713,January,2024,Tuesday,1,1,0,1,0,2962
65,2962,56,2024-01-16,1.8,4,6.812872286644788,208,Delivered,Debit Card,129,Yes,No,46373,Poetry by Love and Cheesecake,Dessert Parlour,"G-5, Ground Floor, City Park Hiranandani Business Park, Hiranandani Gardens, Powai, Mumbai",Mumbai,Powai,19.115706,72.909236,"Cafe, Desserts",9 AM to 12 Midnight (Mon-Sun),1000,3,"['Delivery', 'Credit Card', 'Debit Card', 'Cash', 'Takeaway Available', 'Breakfast', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted', 'Desserts and Bakes']",4.3,1531,1564,0.0,0,Maharashtra,307713,January,2024,Tuesday,1,1,0,1,0,2962
66,1069,42,2023-09-26,4.4,5,6.633348355304862,856,In-Transit,Cash,161,Yes,No,2400197,Govind's Vegetarian Restaurant,Casual Dining,"124-A, Mahatma Gandhi Marg, Civil Lines, Allahabad",Allahabad,Civil Lines,25.450586,81.83393754,"North Indian, South Indian, Chinese, Continental",7 AM to 11 PM (Mon-Sun),700,3,"['Lunch', 'Credit Card', 'Dinner', 'Pure Veg', 'Axis Bank - Dining Delights', 'Air Conditioned', 'Outdoor Seating']",2.9,5,11,0.0,0,Uttar Pradesh,240928,September,2023,Tuesday,3,0,0,1,0,0
67,200,64,2024-06-10,1.9,4,11.07708488031551,991,Cancelled,Debit Card,146,Yes,Yes,102412,SORA - Hotel Clarks Amer,Fine Dining,"Hotel Clarks Amer, Jawaharlal Nehru Marg, Near, Malviya Nagar, Jaipur",Jaipur,"Hotel Clarks Amer, Malviya Nagar",26.84609718,75.80217551,"Asian, Japanese","8 PM to 1 AM (Mon, Wed-Sun), Tue Closed",2000,4,"['Cash', 'Credit Card', 'Dinner', 'Serves Alcohol', 'Debit Card', 'Valet Parking Available', 'Outdoor Seating', 'Rooftop', '4/5 Star', 'Table booking recommended', 'Wheelchair Accessible', 'Fullbar', 'Live Music', 'Air Conditioned', 'Luxury Dining', 'Wifi']",3.6,45,42,0.0,0,Rajasthan,342239,June,2024,Monday,2,0,1,1,1,0
68,2412,39,2023-01-22,4.7,7,1.580574934224994,472,Cancelled,Credit Card,188,No,No,19011492,Tastyland.in,Food Court,"412, Time Square Mall, Sahastradhara Road, Chironwali, Dehradun",Dehradun,Chironwali,30.33980596,78.04811955,"Chinese, North Indian, Continental",11 AM to 10:30 PM,400,2,"['Dinner', 'Cash', 'Credit Card', 'Lunch', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Digital Payments Accepted']",0.0,2,25,0.0,1,Uttarakhand,53483,January,2023,Sunday,1,0,1,0,0,0
69,568,88,2024-08-08,4.0,8,7.426695783924285,921,Cancelled,Credit Card,189,No,Yes,18705829,Jai Shankar Dhaba,Quick Bites,"New Grain Market, Ramchandrapura, Dhanmandi, Kota",Kota,Dhanmandi,25.16753634,75.85378557,North Indian,10 AM to 11 PM,300,1,"['Lunch', 'Takeaway Available', 'Cash', 'Dinner', 'Indoor Seating', 'Pure Veg']",3.9,233,1,0.0,0,Rajasthan,342239,August,2024,Thursday,3,0,1,0,1,0
70,2167,70,2023-08-28,1.3,2,1.096319713008603,505,Delivered,Credit Card,62,No,No,18691464,Sagar Biryani,Quick Bites,"Opposite Railway Station, Station Chowk, Moudhapara, Raipur",Raipur,Moudhapara,21.25545857,81.63069047,"North Indian, Biryani",10 AM to 10 PM,150,1,"['No Alcohol Available', 'Lunch', 'Takeaway Available', 'Cash', 'Breakfast', 'Dinner', 'Indoor Seating', 'Digital Payments Accepted']",2.4,189,3,0.0,0,Chhattisgarh,135191,August,2023,Monday,3,1,0,0,0,2167
71,1687,33,2023-10-27,4.1,5,4.189293719320613,429,Delivered,UPI,60,No,No,3000172,Sree Subbu Mess,Mess,"65, Geetha Hall Road, Opposite Railway Station, Race Course, Coimbatore",Coimbatore,Race Course,10.99725138,76.96915772,South Indian,11 AM to 11 PM,400,2,"['Cash', 'Debit Card', 'Delivery', 'No Alcohol Available', 'Dinner', 'Credit Card', 'Takeaway Available', 'Lunch', 'Indoor Seating']",3.9,85,15,0.0,0,Tamil Nadu,130058,October,2023,Friday,4,1,0,0,0,1687
72,1562,22,2023-04-25,2.7,3,1.64102916336263,366,Delivered,Debit Card,100,No,No,18455855,Sizzling Bite,Casual Dining,"2nd Level, Icon Business Centre, Opposite Central Mall, Piplod road, Surat",Surat,Piplod,21.15379789,72.76319213,"North Indian, Italian, Chinese, Biryani, Desserts, Beverages",11 AM to 11:30 PM,800,3,"['Lunch', 'Delivery', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Live Sports Screening', 'Valet Parking Available', 'Indoor Seating', 'Table booking recommended', 'Air Conditioned', 'Pure Veg', 'City View', 'Outdoor Seating', 'Digital Payments Accepted']",3.9,249,114,0.0,1,Gujarat,196024,April,2023,Tuesday,2,1,0,0,0,1562
72,1562,22,2023-04-25,2.7,3,1.64102916336263,366,Delivered,Debit Card,100,No,No,18455855,Sizzling Bite,Casual Dining,"2nd Level, Icon Business Centre, Opposite Central Mall, Piplod road, Surat",Surat,Piplod,21.15379789,72.76319213,"North Indian, Italian, Chinese, Biryani, Desserts, Beverages",11 AM to 11:30 PM,800,3,"['Lunch', 'Delivery', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Live Sports Screening', 'Valet Parking Available', 'Indoor Seating', 'Table booking recommended', 'Air Conditioned', 'Pure Veg', 'City View', 'Outdoor Seating', 'Digital Payments Accepted']",3.9,249,114,0.0,0,Gujarat,196024,April,2023,Tuesday,2,1,0,0,0,1562
73,2448,46,2023-12-04,3.9,9,11.43878242718197,487,Cancelled,Credit Card,95,No,No,19016536,Snacks Time,Quick Bites,"Ashok nagar, Opposite Mata Mandir, Jail Road, New Delhi",New Delhi,Jail Road,0.0,0.0,"Street Food, Mithai",10 AM to 8 PM,50,1,"['No Seating Available', 'Dinner', 'Standing Tables', 'Delivery', 'Lunch', 'Cash', 'Digital Payments Accepted']",0.0,0,0,0.0,0,Delhi,1484,December,2023,Monday,4,0,1,0,0,0
74,1627,48,2023-04-20,1.7,2,4.525098883850462,555,Cancelled,Cash,24,Yes,Yes,19041753,Shree Charbhuja Maggi & Pasta Centre,Kiosk,"Opposite HL College, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,23.03853135,72.55441904,Fast Food,6 PM to 12 Midnight,300,1,"['Takeaway Available', 'No Seating Available', 'Cash', 'Delivery', 'Dinner', 'Pure Veg']",0.0,0,1,0.0,0,Gujarat,196024,April,2023,Thursday,2,0,1,1,1,0
75,1029,56,2023-05-22,4.3,8,2.686922098057925,956,Cancelled,Debit Card,187,Yes,Yes,18863785,Sunny's Restaurant,Quick Bites,"Second Floor, Krishna Plaza, Bhojebeer, Mahaveer Mandir Road, Pandeypur, Varanasi",Varanasi,Pandeypur,25.35278,82.9789,"Chinese, Italian, North Indian",12 Noon to 10:30 PM,150,1,"['Cash', 'Credit Card', 'Takeaway Available', 'Debit Card']",2.8,9,1,0.0,0,Uttar Pradesh,240928,May,2023,Monday,2,0,1,1,1,0
76,2496,85,2023-11-13,2.2,3,9.566627664423006,573,Cancelled,Debit Card,2,Yes,Yes,3400531,Star Chilli,Casual Dining,"Taj Inn Hotel, 18/163, B/4, Taj View Crossing, Fatehabad Road, Tajganj, Agra",Agra,Tajganj,0.0,0.0,North Indian,7 AM to 10:30 PM (Mon-Sun),1250,3,"['Credit Card', 'Takeaway Available', 'Lunch', 'Delivery', 'Breakfast', 'Dinner', 'Air Conditioned', 'Indoor Seating']",0.0,3,3,0.0,0,Uttar Pradesh,240928,November,2023,Monday,4,0,1,1,1,0
77,2655,63,2024-06-28,3.4,9,5.382961027550057,526,Cancelled,Net Banking,79,Yes,No,18727269,Chai Peeni Hai,Kiosk,"JMD Megapolis, Sector 48 Sohna Road, Gurgaon",Gurgaon,Sohna Road,28.41922871,77.03777265,"Tea, Fast Food",7 AM to 10 PM,200,1,"['Dinner', 'Cash', 'No Seating Available', 'Takeaway Available', 'Lunch', 'Digital Payments Accepted']",3.7,27,5,0.0,1,Haryana,44212,June,2024,Friday,2,0,1,1,0,0
78,1583,79,2023-10-10,2.2,5,5.710107168165209,715,In-Transit,Debit Card,93,Yes,No,18757138,Smoke N Grill,Quick Bites,"Field Ganj, Kalgidhar Road, Ludhiana Junction, Ludhiana",Ludhiana,Ludhiana Junction,30.90787231,75.85623946,"Burger, Sandwich, Wraps, Rolls",2 PM to 12 Midnight,300,1,"['No Alcohol Available', 'Lunch', 'Cash', 'Takeaway Available', 'No Seating Available', 'Dinner', 'Delivery']",4.5,303,3,0.0,0,Punjab,50362,October,2023,Tuesday,4,0,0,1,0,0
79,2703,14,2024-05-01,1.4,1,5.234383898323169,874,In-Transit,Net Banking,44,No,No,18741196,Punjab Cafe,Quick Bites,"Millenium Plaza, Next To Paridhan Boutique, Govindpuri",Gwalior,City Center,26.20690855,78.20108861,"Street Food, Chinese, Fast Food, Beverages, North Indian, Coffee, Desserts, South Indian",9am – 11pm (Mon-Sun),300,1,"['No Alcohol Available', 'Dinner', 'Takeaway Available', 'Breakfast', 'Lunch', 'Cash', 'Free Parking', 'Digital Payments Accepted', 'Indoor Seating', 'Pure Veg', 'Outdoor Seating']",3.7,186,5,0.0,1,Madhya Pradesh,308245,May,2024,Wednesday,2,0,0,0,0,0
80,1005,33,2023-09-10,4.5,5,14.41805618546049,496,Delivered,Debit Card,162,Yes,Yes,3601279,Jalandhar Express,Food Court,"Third Floor, Food Court, BM Habitat Mall, Jayalakhsmipuram, Mysore",Mysore,"Habitat Mall, Jayalakhsmipuram",12.321406,76.621296,"North Indian, Biryani",10:30 AM to 10:30 PM,300,1,"['Dinner', 'Cash', 'Delivery', 'Lunch', 'Mall Parking', 'Takeaway Available', 'Outdoor Seating']",3.6,300,4,0.0,0,Karnataka,191791,September,2023,Sunday,3,1,0,1,1,1005
80,1005,33,2023-09-10,4.5,5,14.41805618546049,496,Delivered,Debit Card,162,Yes,Yes,3601279,Jalandhar Express,Food Court,"Third Floor, Food Court, BM Habitat Mall, Jayalakhsmipuram, Mysore",Mysore,"Habitat Mall, Jayalakhsmipuram",12.321406,76.621296,"North Indian, Biryani",10:30 AM to 10:30 PM,300,1,"['Dinner', 'Cash', 'Delivery', 'Lunch', 'Mall Parking', 'Takeaway Available', 'Outdoor Seating']",3.6,300,4,0.0,1,Karnataka,191791,September,2023,Sunday,3,1,0,1,1,1005
81,2157,63,2023-10-18,4.1,9,3.450650221095044,876,Delivered,Cash,85,No,No,101221,Pizza City,Casual Dining,"Plot 24, Kalyan Colony, Opposite Gaurav Tower, JLN Marg, Malviya Nagar, Jaipur",Jaipur,Malviya Nagar,26.85471151,75.80762643,"Pizza, Chinese, Italian",11 AM to 11 PM,500,2,"['Lunch', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Table booking recommended', 'Air Conditioned', 'Self Service', 'Pure Veg', 'Digital Payments Accepted']",2.3,354,121,0.0,1,Rajasthan,342239,October,2023,Wednesday,4,1,0,0,0,2157
82,1843,16,2023-04-09,1.4,2,14.47684347735503,426,Cancelled,Cash,82,No,Yes,4000143,Swastik Khana Bhandar,Quick Bites,"Opposite Bank of India, Kadam Kuan Chauraha, Golambar, Patna",Patna,Golambar,25.61259167,85.151275,Fast Food,9:30 AM to 9 PM (Mon-Sun),200,1,"['Breakfast', 'Pure Veg']",0.0,2,2,0.0,0,Bihar,94163,April,2023,Sunday,2,0,1,0,1,0
83,589,75,2023-04-03,4.7,7,1.968494711910076,183,In-Transit,Net Banking,97,Yes,Yes,3000382,City Cake Shop,Bakery,"11/60, VKA Complex, GN Mills Bus Stop, MTP Road, Kavundampalayam, Coimbatore",Coimbatore,Kavundampalayam,11.05934009,76.94476638,Bakery,7 AM to 10 PM,50,1,"['Breakfast', 'Cash', 'Takeaway Available', 'Indoor Seating', 'Desserts and Bakes']",0.0,2,7,0.0,0,Tamil Nadu,130058,April,2023,Monday,2,0,0,1,1,0
84,2921,76,2023-11-22,2.6,1,14.37972091117659,450,Delivered,Debit Card,145,No,Yes,19023797,Sai Puri Wale,Food Court,"Chowk Imam Nasir Jalandhar, Shastri Nagar, Jalandhar",Jalandhar,Shastri Nagar,31.33295475,75.573636,North Indian,8 AM to 1 PM,150,1,"['Cash', 'Lunch', 'Takeaway Available', 'Breakfast', 'Pure Veg']",3.4,22,0,0.0,0,Punjab,50362,November,2023,Wednesday,4,1,0,0,1,2921
